sample_id,formula,reduced_formula,anonymous_formula,element_set,n_unique_elements,elements_json,element_counts_json,n_sites,target
1073,Zn1 Si1 N3,ZnSiN3,ABC3,N-Si-Zn,3,"[""N"", ""Si"", ""Zn""]","{""N"": 3.0, ""Si"": 1.0, ""Zn"": 1.0}",5,1.4
1074,Fe1 Os1 N2 O1,FeOsN2O,ABCD2,Fe-N-O-Os,4,"[""Fe"", ""N"", ""O"", ""Os""]","{""Fe"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Os"": 1.0}",5,1.42
1075,K1 Co1 N1 O1 F1,KCoNOF,ABCDE,Co-F-K-N-O,5,"[""Co"", ""F"", ""K"", ""N"", ""O""]","{""Co"": 1.0, ""F"": 1.0, ""K"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.16
1076,Ba1 Al1 N1 O2,BaAlNO2,ABCD2,Al-Ba-N-O,4,"[""Al"", ""Ba"", ""N"", ""O""]","{""Al"": 1.0, ""Ba"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.94
1077,Hg1 Ge1 O3,HgGeO3,ABC3,Ge-Hg-O,3,"[""Ge"", ""Hg"", ""O""]","{""Ge"": 1.0, ""Hg"": 1.0, ""O"": 3.0}",5,1.56
1078,Sc1 Bi1 N1 O2,ScBiNO2,ABCD2,Bi-N-O-Sc,4,"[""Bi"", ""N"", ""O"", ""Sc""]","{""Bi"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Sc"": 1.0}",5,1.74
1079,La1 Fe1 N3,LaFeN3,ABC3,Fe-La-N,3,"[""Fe"", ""La"", ""N""]","{""Fe"": 1.0, ""La"": 1.0, ""N"": 3.0}",5,0.6
1080,Cu1 Rh1 O2 F1,CuRhO2F,ABCD2,Cu-F-O-Rh,4,"[""Cu"", ""F"", ""O"", ""Rh""]","{""Cu"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Rh"": 1.0}",5,1.44
1081,Tl1 Au1 O3,TlAuO3,ABC3,Au-O-Tl,3,"[""Au"", ""O"", ""Tl""]","{""Au"": 1.0, ""O"": 3.0, ""Tl"": 1.0}",5,2.08
1082,Fe1 Au1 O3,FeAuO3,ABC3,Au-Fe-O,3,"[""Au"", ""Fe"", ""O""]","{""Au"": 1.0, ""Fe"": 1.0, ""O"": 3.0}",5,1.68
1083,Mg1 Sb1 N2 O1,MgSbN2O,ABCD2,Mg-N-O-Sb,4,"[""Mg"", ""N"", ""O"", ""Sb""]","{""Mg"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sb"": 1.0}",5,1.42
1084,Na1 Cd1 N3,NaCdN3,ABC3,Cd-N-Na,3,"[""Cd"", ""N"", ""Na""]","{""Cd"": 1.0, ""N"": 3.0, ""Na"": 1.0}",5,2.42
1085,Na1 V1 N1 O1 F1,NaVNOF,ABCDE,F-N-Na-O-V,5,"[""F"", ""N"", ""Na"", ""O"", ""V""]","{""F"": 1.0, ""N"": 1.0, ""Na"": 1.0, ""O"": 1.0, ""V"": 1.0}",5,2.74
1086,Sc1 Pb1 O3,ScPbO3,ABC3,O-Pb-Sc,3,"[""O"", ""Pb"", ""Sc""]","{""O"": 3.0, ""Pb"": 1.0, ""Sc"": 1.0}",5,0.6
1087,Li1 Zr1 N1 O2,LiZrNO2,ABCD2,Li-N-O-Zr,4,"[""Li"", ""N"", ""O"", ""Zr""]","{""Li"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Zr"": 1.0}",5,0.9
1088,Re1 Rh1 O2 F1,ReRhO2F,ABCD2,F-O-Re-Rh,4,"[""F"", ""O"", ""Re"", ""Rh""]","{""F"": 1.0, ""O"": 2.0, ""Re"": 1.0, ""Rh"": 1.0}",5,1.08
1089,V2 O3,V2O3,A2B3,O-V,2,"[""O"", ""V""]","{""O"": 3.0, ""V"": 2.0}",5,0.18
1090,Sc1 In1 N1 O1 F1,ScInNOF,ABCDE,F-In-N-O-Sc,5,"[""F"", ""In"", ""N"", ""O"", ""Sc""]","{""F"": 1.0, ""In"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Sc"": 1.0}",5,1.12
1091,Zr1 B1 N1 O2,ZrBNO2,ABCD2,B-N-O-Zr,4,"[""B"", ""N"", ""O"", ""Zr""]","{""B"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Zr"": 1.0}",5,0.96
1092,Fe1 Mo1 S1 O2,FeMoSO2,ABCD2,Fe-Mo-O-S,4,"[""Fe"", ""Mo"", ""O"", ""S""]","{""Fe"": 1.0, ""Mo"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.9
1093,Sr1 In1 N2 O1,SrInN2O,ABCD2,In-N-O-Sr,4,"[""In"", ""N"", ""O"", ""Sr""]","{""In"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sr"": 1.0}",5,1.68
1094,Tl1 Sb1 N2 O1,TlSbN2O,ABCD2,N-O-Sb-Tl,4,"[""N"", ""O"", ""Sb"", ""Tl""]","{""N"": 2.0, ""O"": 1.0, ""Sb"": 1.0, ""Tl"": 1.0}",5,1.72
1095,Zr1 Mo1 O2 F1,ZrMoO2F,ABCD2,F-Mo-O-Zr,4,"[""F"", ""Mo"", ""O"", ""Zr""]","{""F"": 1.0, ""Mo"": 1.0, ""O"": 2.0, ""Zr"": 1.0}",5,0.96
1096,Re1 Sn1 N1 O2,ReSnNO2,ABCD2,N-O-Re-Sn,4,"[""N"", ""O"", ""Re"", ""Sn""]","{""N"": 1.0, ""O"": 2.0, ""Re"": 1.0, ""Sn"": 1.0}",5,0.5
1097,Tl2 S1 O2,Tl2SO2,AB2C2,O-S-Tl,3,"[""O"", ""S"", ""Tl""]","{""O"": 2.0, ""S"": 1.0, ""Tl"": 2.0}",5,1.36
1098,Hf1 Zr1 S1 O2,HfZrSO2,ABCD2,Hf-O-S-Zr,4,"[""Hf"", ""O"", ""S"", ""Zr""]","{""Hf"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Zr"": 1.0}",5,0.8
1099,Zr1 Cu1 N3,ZrCuN3,ABC3,Cu-N-Zr,3,"[""Cu"", ""N"", ""Zr""]","{""Cu"": 1.0, ""N"": 3.0, ""Zr"": 1.0}",5,1.8
1100,Cs1 Ag1 N2 O1,CsAgN2O,ABCD2,Ag-Cs-N-O,4,"[""Ag"", ""Cs"", ""N"", ""O""]","{""Ag"": 1.0, ""Cs"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,2.62
1101,Sc1 W1 N2 O1,ScWN2O,ABCD2,N-O-Sc-W,4,"[""N"", ""O"", ""Sc"", ""W""]","{""N"": 2.0, ""O"": 1.0, ""Sc"": 1.0, ""W"": 1.0}",5,1.02
1102,Y1 Rh1 O2 F1,YRhO2F,ABCD2,F-O-Rh-Y,4,"[""F"", ""O"", ""Rh"", ""Y""]","{""F"": 1.0, ""O"": 2.0, ""Rh"": 1.0, ""Y"": 1.0}",5,1.34
1103,Ni1 Te1 N2 O1,NiTeN2O,ABCD2,N-Ni-O-Te,4,"[""N"", ""Ni"", ""O"", ""Te""]","{""N"": 2.0, ""Ni"": 1.0, ""O"": 1.0, ""Te"": 1.0}",5,1.22
1104,Cu1 Hg1 N1 O1 F1,CuHgNOF,ABCDE,Cu-F-Hg-N-O,5,"[""Cu"", ""F"", ""Hg"", ""N"", ""O""]","{""Cu"": 1.0, ""F"": 1.0, ""Hg"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.3
1105,Li1 Mn1 O2 F1,LiMnO2F,ABCD2,F-Li-Mn-O,4,"[""F"", ""Li"", ""Mn"", ""O""]","{""F"": 1.0, ""Li"": 1.0, ""Mn"": 1.0, ""O"": 2.0}",5,0.38
1106,Ru1 Pt1 S1 O2,RuPtSO2,ABCD2,O-Pt-Ru-S,4,"[""O"", ""Pt"", ""Ru"", ""S""]","{""O"": 2.0, ""Pt"": 1.0, ""Ru"": 1.0, ""S"": 1.0}",5,1.42
1107,La1 W1 O2 F1,LaWO2F,ABCD2,F-La-O-W,4,"[""F"", ""La"", ""O"", ""W""]","{""F"": 1.0, ""La"": 1.0, ""O"": 2.0, ""W"": 1.0}",5,1.02
1108,Ti1 Te1 O3,TiTeO3,ABC3,O-Te-Ti,3,"[""O"", ""Te"", ""Ti""]","{""O"": 3.0, ""Te"": 1.0, ""Ti"": 1.0}",5,0.8
1109,Ir1 Rh1 N3,IrRhN3,ABC3,Ir-N-Rh,3,"[""Ir"", ""N"", ""Rh""]","{""Ir"": 1.0, ""N"": 3.0, ""Rh"": 1.0}",5,1.7
1110,Te1 Pd1 N3,TePdN3,ABC3,N-Pd-Te,3,"[""N"", ""Pd"", ""Te""]","{""N"": 3.0, ""Pd"": 1.0, ""Te"": 1.0}",5,2.12
1111,Ge1 Pt1 N2 O1,GePtN2O,ABCD2,Ge-N-O-Pt,4,"[""Ge"", ""N"", ""O"", ""Pt""]","{""Ge"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Pt"": 1.0}",5,1.4
1112,Hf1 Al1 N1 O1 F1,HfAlNOF,ABCDE,Al-F-Hf-N-O,5,"[""Al"", ""F"", ""Hf"", ""N"", ""O""]","{""Al"": 1.0, ""F"": 1.0, ""Hf"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,1.02
1113,Mg1 Cr1 N2 O1,MgCrN2O,ABCD2,Cr-Mg-N-O,4,"[""Cr"", ""Mg"", ""N"", ""O""]","{""Cr"": 1.0, ""Mg"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.06
1114,Mg1 Co1 N1 O2,MgCoNO2,ABCD2,Co-Mg-N-O,4,"[""Co"", ""Mg"", ""N"", ""O""]","{""Co"": 1.0, ""Mg"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.02
1115,Ta1 Ga1 N1 O2,TaGaNO2,ABCD2,Ga-N-O-Ta,4,"[""Ga"", ""N"", ""O"", ""Ta""]","{""Ga"": 1.0, ""N"": 1.0, ""O"": 2.0, ""Ta"": 1.0}",5,0.86
1116,In1 Os1 N2 O1,InOsN2O,ABCD2,In-N-O-Os,4,"[""In"", ""N"", ""O"", ""Os""]","{""In"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Os"": 1.0}",5,1.58
1117,Sn1 Ir1 N1 O1 F1,SnIrNOF,ABCDE,F-Ir-N-O-Sn,5,"[""F"", ""Ir"", ""N"", ""O"", ""Sn""]","{""F"": 1.0, ""Ir"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Sn"": 1.0}",5,1.18
1118,Ca1 Te1 N3,CaTeN3,ABC3,Ca-N-Te,3,"[""Ca"", ""N"", ""Te""]","{""Ca"": 1.0, ""N"": 3.0, ""Te"": 1.0}",5,1.6
1119,Mn1 Mo1 N1 O2,MnMoNO2,ABCD2,Mn-Mo-N-O,4,"[""Mn"", ""Mo"", ""N"", ""O""]","{""Mn"": 1.0, ""Mo"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.06
1120,La1 Co1 O2 F1,LaCoO2F,ABCD2,Co-F-La-O,4,"[""Co"", ""F"", ""La"", ""O""]","{""Co"": 1.0, ""F"": 1.0, ""La"": 1.0, ""O"": 2.0}",5,0.5
1121,Re1 Ni1 O2 F1,ReNiO2F,ABCD2,F-Ni-O-Re,4,"[""F"", ""Ni"", ""O"", ""Re""]","{""F"": 1.0, ""Ni"": 1.0, ""O"": 2.0, ""Re"": 1.0}",5,1.0
1122,Ga1 Sn1 O2 F1,GaSnO2F,ABCD2,F-Ga-O-Sn,4,"[""F"", ""Ga"", ""O"", ""Sn""]","{""F"": 1.0, ""Ga"": 1.0, ""O"": 2.0, ""Sn"": 1.0}",5,0.48
1123,Ba1 Os1 O2 F1,BaOsO2F,ABCD2,Ba-F-O-Os,4,"[""Ba"", ""F"", ""O"", ""Os""]","{""Ba"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Os"": 1.0}",5,3.08
1124,Co1 Bi1 S1 O2,CoBiSO2,ABCD2,Bi-Co-O-S,4,"[""Bi"", ""Co"", ""O"", ""S""]","{""Bi"": 1.0, ""Co"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.82
1125,Cr1 In1 N1 O2,CrInNO2,ABCD2,Cr-In-N-O,4,"[""Cr"", ""In"", ""N"", ""O""]","{""Cr"": 1.0, ""In"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,0.56
1126,In1 Co1 N2 O1,InCoN2O,ABCD2,Co-In-N-O,4,"[""Co"", ""In"", ""N"", ""O""]","{""Co"": 1.0, ""In"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.28
1127,Al1 Ga1 O3,AlGaO3,ABC3,Al-Ga-O,3,"[""Al"", ""Ga"", ""O""]","{""Al"": 1.0, ""Ga"": 1.0, ""O"": 3.0}",5,0.78
1128,Sc1 Sb1 N3,ScSbN3,ABC3,N-Sb-Sc,3,"[""N"", ""Sb"", ""Sc""]","{""N"": 3.0, ""Sb"": 1.0, ""Sc"": 1.0}",5,1.36
1129,Pd1 Au1 N2 O1,PdAuN2O,ABCD2,Au-N-O-Pd,4,"[""Au"", ""N"", ""O"", ""Pd""]","{""Au"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Pd"": 1.0}",5,2.06
1130,B1 Pb1 S1 O2,BPbSO2,ABCD2,B-O-Pb-S,4,"[""B"", ""O"", ""Pb"", ""S""]","{""B"": 1.0, ""O"": 2.0, ""Pb"": 1.0, ""S"": 1.0}",5,1.26
1131,Tl1 Mo1 O2 F1,TlMoO2F,ABCD2,F-Mo-O-Tl,4,"[""F"", ""Mo"", ""O"", ""Tl""]","{""F"": 1.0, ""Mo"": 1.0, ""O"": 2.0, ""Tl"": 1.0}",5,0.2
1132,Sb1 Rh1 N1 O1 F1,SbRhNOF,ABCDE,F-N-O-Rh-Sb,5,"[""F"", ""N"", ""O"", ""Rh"", ""Sb""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Rh"": 1.0, ""Sb"": 1.0}",5,1.3
1133,Zr1 Ta1 N2 O1,ZrTaN2O,ABCD2,N-O-Ta-Zr,4,"[""N"", ""O"", ""Ta"", ""Zr""]","{""N"": 2.0, ""O"": 1.0, ""Ta"": 1.0, ""Zr"": 1.0}",5,0.64
1134,Tl1 Fe1 O2 F1,TlFeO2F,ABCD2,F-Fe-O-Tl,4,"[""F"", ""Fe"", ""O"", ""Tl""]","{""F"": 1.0, ""Fe"": 1.0, ""O"": 2.0, ""Tl"": 1.0}",5,2.0
1135,Sr1 Ca1 O2 F1,SrCaO2F,ABCD2,Ca-F-O-Sr,4,"[""Ca"", ""F"", ""O"", ""Sr""]","{""Ca"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Sr"": 1.0}",5,0.6
1136,Mg1 Ge1 N1 O2,MgGeNO2,ABCD2,Ge-Mg-N-O,4,"[""Ge"", ""Mg"", ""N"", ""O""]","{""Ge"": 1.0, ""Mg"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,1.58
1137,Mn1 Cu1 N3,MnCuN3,ABC3,Cu-Mn-N,3,"[""Cu"", ""Mn"", ""N""]","{""Cu"": 1.0, ""Mn"": 1.0, ""N"": 3.0}",5,1.26
1138,Ba1 Mn1 S1 O2,BaMnSO2,ABCD2,Ba-Mn-O-S,4,"[""Ba"", ""Mn"", ""O"", ""S""]","{""Ba"": 1.0, ""Mn"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.5
1139,Ru2 O2 F1,Ru2O2F,AB2C2,F-O-Ru,3,"[""F"", ""O"", ""Ru""]","{""F"": 1.0, ""O"": 2.0, ""Ru"": 2.0}",5,1.38
1140,Mn1 Zn1 O3,MnZnO3,ABC3,Mn-O-Zn,3,"[""Mn"", ""O"", ""Zn""]","{""Mn"": 1.0, ""O"": 3.0, ""Zn"": 1.0}",5,1.16
1141,Cd1 Ir1 O3,CdIrO3,ABC3,Cd-Ir-O,3,"[""Cd"", ""Ir"", ""O""]","{""Cd"": 1.0, ""Ir"": 1.0, ""O"": 3.0}",5,1.12
1142,Nb1 Sn1 O3,NbSnO3,ABC3,Nb-O-Sn,3,"[""Nb"", ""O"", ""Sn""]","{""Nb"": 1.0, ""O"": 3.0, ""Sn"": 1.0}",5,0.14
1143,Cu1 Te1 O3,CuTeO3,ABC3,Cu-O-Te,3,"[""Cu"", ""O"", ""Te""]","{""Cu"": 1.0, ""O"": 3.0, ""Te"": 1.0}",5,1.5
1144,Tl1 Zn1 N2 O1,TlZnN2O,ABCD2,N-O-Tl-Zn,4,"[""N"", ""O"", ""Tl"", ""Zn""]","{""N"": 2.0, ""O"": 1.0, ""Tl"": 1.0, ""Zn"": 1.0}",5,2.02
1145,Ca1 Os1 O2 F1,CaOsO2F,ABCD2,Ca-F-O-Os,4,"[""Ca"", ""F"", ""O"", ""Os""]","{""Ca"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Os"": 1.0}",5,2.62
1146,Zn1 Sb1 S1 O2,ZnSbSO2,ABCD2,O-S-Sb-Zn,4,"[""O"", ""S"", ""Sb"", ""Zn""]","{""O"": 2.0, ""S"": 1.0, ""Sb"": 1.0, ""Zn"": 1.0}",5,1.06
1147,La1 Ni1 N3,LaNiN3,ABC3,La-N-Ni,3,"[""La"", ""N"", ""Ni""]","{""La"": 1.0, ""N"": 3.0, ""Ni"": 1.0}",5,2.66
1148,Rb1 Pt1 O2 F1,RbPtO2F,ABCD2,F-O-Pt-Rb,4,"[""F"", ""O"", ""Pt"", ""Rb""]","{""F"": 1.0, ""O"": 2.0, ""Pt"": 1.0, ""Rb"": 1.0}",5,1.24
1149,Sb2 N3,Sb2N3,A2B3,N-Sb,2,"[""N"", ""Sb""]","{""N"": 3.0, ""Sb"": 2.0}",5,1.46
1150,Ti1 Cr1 O2 F1,TiCrO2F,ABCD2,Cr-F-O-Ti,4,"[""Cr"", ""F"", ""O"", ""Ti""]","{""Cr"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Ti"": 1.0}",5,0.92
1151,Na1 La1 N1 O1 F1,NaLaNOF,ABCDE,F-La-N-Na-O,5,"[""F"", ""La"", ""N"", ""Na"", ""O""]","{""F"": 1.0, ""La"": 1.0, ""N"": 1.0, ""Na"": 1.0, ""O"": 1.0}",5,1.44
1152,Sc1 Cu1 O2 F1,ScCuO2F,ABCD2,Cu-F-O-Sc,4,"[""Cu"", ""F"", ""O"", ""Sc""]","{""Cu"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Sc"": 1.0}",5,0.92
1153,Nb1 Al1 N2 O1,NbAlN2O,ABCD2,Al-N-Nb-O,4,"[""Al"", ""N"", ""Nb"", ""O""]","{""Al"": 1.0, ""N"": 2.0, ""Nb"": 1.0, ""O"": 1.0}",5,0.72
1154,Rb1 Zn1 O3,RbZnO3,ABC3,O-Rb-Zn,3,"[""O"", ""Rb"", ""Zn""]","{""O"": 3.0, ""Rb"": 1.0, ""Zn"": 1.0}",5,1.26
1155,Zn1 Mo1 O3,ZnMoO3,ABC3,Mo-O-Zn,3,"[""Mo"", ""O"", ""Zn""]","{""Mo"": 1.0, ""O"": 3.0, ""Zn"": 1.0}",5,1.04
1156,Li1 Ga1 N2 O1,LiGaN2O,ABCD2,Ga-Li-N-O,4,"[""Ga"", ""Li"", ""N"", ""O""]","{""Ga"": 1.0, ""Li"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,1.98
1157,Cs1 Ir1 N1 O1 F1,CsIrNOF,ABCDE,Cs-F-Ir-N-O,5,"[""Cs"", ""F"", ""Ir"", ""N"", ""O""]","{""Cs"": 1.0, ""F"": 1.0, ""Ir"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,3.72
1158,Hf1 Cd1 N1 O2,HfCdNO2,ABCD2,Cd-Hf-N-O,4,"[""Cd"", ""Hf"", ""N"", ""O""]","{""Cd"": 1.0, ""Hf"": 1.0, ""N"": 1.0, ""O"": 2.0}",5,2.24
1159,Ag1 Ir1 N3,AgIrN3,ABC3,Ag-Ir-N,3,"[""Ag"", ""Ir"", ""N""]","{""Ag"": 1.0, ""Ir"": 1.0, ""N"": 3.0}",5,1.86
1160,Ba1 Sr1 O2 F1,BaSrO2F,ABCD2,Ba-F-O-Sr,4,"[""Ba"", ""F"", ""O"", ""Sr""]","{""Ba"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Sr"": 1.0}",5,0.88
1161,Cr1 Rh1 O2 F1,CrRhO2F,ABCD2,Cr-F-O-Rh,4,"[""Cr"", ""F"", ""O"", ""Rh""]","{""Cr"": 1.0, ""F"": 1.0, ""O"": 2.0, ""Rh"": 1.0}",5,1.28
1162,Na1 Si1 N1 O1 F1,NaSiNOF,ABCDE,F-N-Na-O-Si,5,"[""F"", ""N"", ""Na"", ""O"", ""Si""]","{""F"": 1.0, ""N"": 1.0, ""Na"": 1.0, ""O"": 1.0, ""Si"": 1.0}",5,0.98
1163,Sr1 Ge1 N2 O1,SrGeN2O,ABCD2,Ge-N-O-Sr,4,"[""Ge"", ""N"", ""O"", ""Sr""]","{""Ge"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Sr"": 1.0}",5,2.88
1164,Ge1 Bi1 O3,GeBiO3,ABC3,Bi-Ge-O,3,"[""Bi"", ""Ge"", ""O""]","{""Bi"": 1.0, ""Ge"": 1.0, ""O"": 3.0}",5,0.58
1165,Cu1 Os1 N3,CuOsN3,ABC3,Cu-N-Os,3,"[""Cu"", ""N"", ""Os""]","{""Cu"": 1.0, ""N"": 3.0, ""Os"": 1.0}",5,2.04
1166,Be1 Ru1 N1 O1 F1,BeRuNOF,ABCDE,Be-F-N-O-Ru,5,"[""Be"", ""F"", ""N"", ""O"", ""Ru""]","{""Be"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Ru"": 1.0}",5,2.16
1167,Ta1 Bi1 N1 O1 F1,TaBiNOF,ABCDE,Bi-F-N-O-Ta,5,"[""Bi"", ""F"", ""N"", ""O"", ""Ta""]","{""Bi"": 1.0, ""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Ta"": 1.0}",5,0.66
1168,Hg1 As1 N1 O1 F1,HgAsNOF,ABCDE,As-F-Hg-N-O,5,"[""As"", ""F"", ""Hg"", ""N"", ""O""]","{""As"": 1.0, ""F"": 1.0, ""Hg"": 1.0, ""N"": 1.0, ""O"": 1.0}",5,0.88
1169,Y1 Rh1 O2 F1,YRhO2F,ABCD2,F-O-Rh-Y,4,"[""F"", ""O"", ""Rh"", ""Y""]","{""F"": 1.0, ""O"": 2.0, ""Rh"": 1.0, ""Y"": 1.0}",5,1.28
1170,Bi1 W1 S1 O2,BiWSO2,ABCD2,Bi-O-S-W,4,"[""Bi"", ""O"", ""S"", ""W""]","{""Bi"": 1.0, ""O"": 2.0, ""S"": 1.0, ""W"": 1.0}",5,1.44
1171,Os1 Pb1 N1 O1 F1,OsPbNOF,ABCDE,F-N-O-Os-Pb,5,"[""F"", ""N"", ""O"", ""Os"", ""Pb""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Os"": 1.0, ""Pb"": 1.0}",5,2.46
1172,Zn1 Te1 O2 F1,ZnTeO2F,ABCD2,F-O-Te-Zn,4,"[""F"", ""O"", ""Te"", ""Zn""]","{""F"": 1.0, ""O"": 2.0, ""Te"": 1.0, ""Zn"": 1.0}",5,1.12
1173,Cr1 Sn1 S1 O2,CrSnSO2,ABCD2,Cr-O-S-Sn,4,"[""Cr"", ""O"", ""S"", ""Sn""]","{""Cr"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Sn"": 1.0}",5,0.58
1174,Cs1 Ca1 N2 O1,CsCaN2O,ABCD2,Ca-Cs-N-O,4,"[""Ca"", ""Cs"", ""N"", ""O""]","{""Ca"": 1.0, ""Cs"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,2.9
1175,Mg1 V1 N1 O1 F1,MgVNOF,ABCDE,F-Mg-N-O-V,5,"[""F"", ""Mg"", ""N"", ""O"", ""V""]","{""F"": 1.0, ""Mg"": 1.0, ""N"": 1.0, ""O"": 1.0, ""V"": 1.0}",5,1.7
1176,Sc1 Pb1 N2 O1,ScPbN2O,ABCD2,N-O-Pb-Sc,4,"[""N"", ""O"", ""Pb"", ""Sc""]","{""N"": 2.0, ""O"": 1.0, ""Pb"": 1.0, ""Sc"": 1.0}",5,1.6
1177,Al1 V1 O2 F1,AlVO2F,ABCD2,Al-F-O-V,4,"[""Al"", ""F"", ""O"", ""V""]","{""Al"": 1.0, ""F"": 1.0, ""O"": 2.0, ""V"": 1.0}",5,0.46
1178,Sr1 Pb1 N1 O1 F1,SrPbNOF,ABCDE,F-N-O-Pb-Sr,5,"[""F"", ""N"", ""O"", ""Pb"", ""Sr""]","{""F"": 1.0, ""N"": 1.0, ""O"": 1.0, ""Pb"": 1.0, ""Sr"": 1.0}",5,1.14
1179,Hf1 Cu1 S1 O2,HfCuSO2,ABCD2,Cu-Hf-O-S,4,"[""Cu"", ""Hf"", ""O"", ""S""]","{""Cu"": 1.0, ""Hf"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.7
1180,Fe1 Ni1 S1 O2,FeNiSO2,ABCD2,Fe-Ni-O-S,4,"[""Fe"", ""Ni"", ""O"", ""S""]","{""Fe"": 1.0, ""Ni"": 1.0, ""O"": 2.0, ""S"": 1.0}",5,0.98
1181,Zr1 Sn1 O3,ZrSnO3,ABC3,O-Sn-Zr,3,"[""O"", ""Sn"", ""Zr""]","{""O"": 3.0, ""Sn"": 1.0, ""Zr"": 1.0}",5,1.04
1182,Cd1 Si1 O3,CdSiO3,ABC3,Cd-O-Si,3,"[""Cd"", ""O"", ""Si""]","{""Cd"": 1.0, ""O"": 3.0, ""Si"": 1.0}",5,0.46
1183,Cs1 Ba1 N2 O1,CsBaN2O,ABCD2,Ba-Cs-N-O,4,"[""Ba"", ""Cs"", ""N"", ""O""]","{""Ba"": 1.0, ""Cs"": 1.0, ""N"": 2.0, ""O"": 1.0}",5,2.56
1184,Re1 Ag1 O3,ReAgO3,ABC3,Ag-O-Re,3,"[""Ag"", ""O"", ""Re""]","{""Ag"": 1.0, ""O"": 3.0, ""Re"": 1.0}",5,2.64
1185,Na1 Zn1 O3,NaZnO3,ABC3,Na-O-Zn,3,"[""Na"", ""O"", ""Zn""]","{""Na"": 1.0, ""O"": 3.0, ""Zn"": 1.0}",5,2.14
1186,Te1 Mo1 N2 O1,TeMoN2O,ABCD2,Mo-N-O-Te,4,"[""Mo"", ""N"", ""O"", ""Te""]","{""Mo"": 1.0, ""N"": 2.0, ""O"": 1.0, ""Te"": 1.0}",5,0.76
1187,Sn1 Pt1 N3,SnPtN3,ABC3,N-Pt-Sn,3,"[""N"", ""Pt"", ""Sn""]","{""N"": 3.0, ""Pt"": 1.0, ""Sn"": 1.0}",5,1.46
1188,Ga1 Te1 S1 O2,GaTeSO2,ABCD2,Ga-O-S-Te,4,"[""Ga"", ""O"", ""S"", ""Te""]","{""Ga"": 1.0, ""O"": 2.0, ""S"": 1.0, ""Te"": 1.0}",5,1.0
1189,Zr1 Sc1 O2 F1,ZrScO2F,ABCD2,F-O-Sc-Zr,4,"[""F"", ""O"", ""Sc"", ""Zr""]","{""F"": 1.0, ""O"": 2.0, ""Sc"": 1.0, ""Zr"": 1.0}",5,0.9
1190,Ti1 Os1 N3,TiOsN3,ABC3,N-Os-Ti,3,"[""N"", ""Os"", ""Ti""]","{""N"": 3.0, ""Os"": 1.0, ""Ti"": 1.0}",5,1.46
1191,Cs1 In1 O2 F1,CsInO2F,ABCD2,Cs-F-In-O,4,"[""Cs"", ""F"", ""In"", ""O""]","{""Cs"": 1.0, ""F"": 1.0, ""In"": 1.0, ""O"": 2.0}",5,0.64
