sample_id,split_strategy,test_element_set,nearest_train_element_set,max_jaccard_similarity,n_shared_elements,n_test_elements,n_train_elements_nearest,target
15994,random_iid,Be-Ir-N-O,Be-Ir-N-O,1.0,4,4,4,1.68
15998,random_iid,Cr-Nb-O-S,Cr-Nb-O-S,1.0,4,4,4,0.6
16003,random_iid,K-N-O-Si,K-N-O-Si,1.0,4,4,4,0.88
16004,random_iid,N-Na-O-Pd,N-Na-O-Pd,1.0,4,4,4,2.2
16007,random_iid,As-F-Mo-O,As-F-Mo-O,1.0,4,4,4,1.1
16008,random_iid,F-N-O-Rh-W,F-N-O-Rh-W,1.0,5,5,5,1.98
16016,random_iid,F-Ge-Na-O,F-Ge-Na-O,1.0,4,4,4,0.38
16026,random_iid,Cd-Cs-O,Cd-Cs-N-O,0.75,3,3,4,1.88
16047,random_iid,Cd-F-Li-N-O,Cd-F-Li-N-O,1.0,5,5,5,1.74
16055,random_iid,N-O-Pt-Ta,N-O-Pt-Ta,1.0,4,4,4,0.62
16057,random_iid,Co-N-Ni-O,Co-N-Ni-O,1.0,4,4,4,1.3
16060,random_iid,Hg-Mg-N-O,Hg-Mg-N-O,1.0,4,4,4,1.8
16061,random_iid,O-Pd-S-Zr,O-Pd-S-Zr,1.0,4,4,4,0.76
16067,random_iid,Au-N-O-Sb,Au-N-O-Sb,1.0,4,4,4,1.7
16075,random_iid,F-Ni-O-Zn,F-Ni-O-Zn,1.0,4,4,4,1.32
16078,random_iid,F-Li-O-W,F-Li-O-W,1.0,4,4,4,1.6
16095,random_iid,Mo-N-Ni-O,Mo-N-Ni-O,1.0,4,4,4,0.6
16101,random_iid,Cu-F-Ge-N-O,Cu-F-Ge-O,0.8,4,5,4,1.34
16110,random_iid,Ba-Ca-F-O,Ba-Ca-F-O,1.0,4,4,4,1.16
16128,random_iid,N-Na-O-Sc,N-Na-O-Sc,1.0,4,4,4,1.16
16139,random_iid,La-N-Zn,La-N-Zn,1.0,3,3,3,1.24
16153,random_iid,Al-N-O-Rh,Al-N-O-Rh,1.0,4,4,4,1.18
16167,random_iid,Au-Cr-N-O,Au-Cr-N-O,1.0,4,4,4,1.2
16171,random_iid,O-Pb-S-Si,O-Pb-S-Si,1.0,4,4,4,0.9
16172,random_iid,Hf-In-O-S,Hf-In-O,0.75,3,4,3,1.46
16176,random_iid,Cr-O-S-V,Cr-O-S-V,1.0,4,4,4,0.74
16180,random_iid,N-O-Si-Y,N-O-Si-Y,1.0,4,4,4,2.3
16194,random_iid,F-N-O-Sr-Zr,F-N-O-Sr-Zr,1.0,5,5,5,2.54
16208,random_iid,F-Ir-Mo-N-O,F-Ir-Mo-N-O,1.0,5,5,5,1.08
16222,random_iid,Cs-N-O-Ru,Cs-N-O-Ru,1.0,4,4,4,1.88
16228,random_iid,La-N-O-Zr,La-N-O-Zr,1.0,4,4,4,0.34
16229,random_iid,Cs-Fe-O-S,Cs-Fe-O-S,1.0,4,4,4,3.7
16234,random_iid,Ge-O-Y,Ge-O-Y,1.0,3,3,3,0.64
16240,random_iid,O-Os-S-W,O-Os-S,0.75,3,4,3,1.78
16242,random_iid,Cd-N-Ti,Cd-N-Ti,1.0,3,3,3,1.34
16245,random_iid,O-Ru-Si,N-O-Ru-Si,0.75,3,3,4,1.62
16251,random_iid,As-In-O,As-In-O,1.0,3,3,3,0.82
16253,random_iid,F-K-O-Sb,F-K-O-Sb,1.0,4,4,4,2.14
16262,random_iid,Bi-Cr-F-N-O,Bi-Cr-F-N-O,1.0,5,5,5,1.44
16268,random_iid,Mn-O-Si,Mn-O-Si,1.0,3,3,3,0.32
16269,random_iid,Mo-N-O-W,F-Mo-N-O-W,0.8,4,4,5,0.54
16277,random_iid,B-Ga-N,B-Ga-N,1.0,3,3,3,1.98
16279,random_iid,Cu-O-S-Tl,Cu-O-S,0.75,3,4,3,1.2
16289,random_iid,Au-Ba-F-N-O,Au-Ba-F-O,0.8,4,5,4,2.08
16296,random_iid,F-Hf-K-N-O,F-Hf-K-N-O,1.0,5,5,5,3.36
16301,random_iid,Bi-F-N-O-Te,Bi-F-N-O,0.8,4,5,4,1.08
16325,random_iid,Hg-N-Na-O,Hg-N-Na-O,1.0,4,4,4,2.54
16331,random_iid,Cd-N-Y,Cd-N-O-Y,0.75,3,3,4,1.92
16337,random_iid,K-La-N,K-La-N,1.0,3,3,3,2.32
16340,random_iid,F-N-O-Rh-Zn,F-N-O-Rh-Zn,1.0,5,5,5,1.8
16343,random_iid,O-Re-S-Y,O-Re-S,0.75,3,4,3,0.9
16344,random_iid,Hg-O-Os-S,Hg-O-Os-S,1.0,4,4,4,1.1
16361,random_iid,Ag-O-Rb,Ag-F-O-Rb,0.75,3,3,4,2.7
16382,random_iid,Fe-O-S-Ta,Fe-O-S-Ta,1.0,4,4,4,0.58
16399,random_iid,N-Na-Y,N-Na-Y,1.0,3,3,3,2.2
16418,random_iid,Cs-Ga-O-S,Cs-Ga-O-S,1.0,4,4,4,2.78
16426,random_iid,Mg-N-O-Rh,Mg-N-O-Rh,1.0,4,4,4,2.04
16427,random_iid,O-S-Zn,Ag-O-S-Zn,0.75,3,3,4,0.96
16439,random_iid,N-O-Pt-Rh,N-O-Pt-Rh,1.0,4,4,4,1.76
16441,random_iid,Ge-O-Pt-S,Ge-O-Pt-S,1.0,4,4,4,0.94
16459,random_iid,F-N-Nb-O-Si,F-N-Nb-O-Si,1.0,5,5,5,1.36
16467,random_iid,Ba-Ca-F-N-O,Ba-Ca-F-N-O,1.0,5,5,5,1.82
16468,random_iid,Ag-Mg-O-S,Ag-Mg-O,0.75,3,4,3,0.98
16510,random_iid,Hf-O-Rb-S,Hf-O-Rb-S,1.0,4,4,4,3.7
16541,random_iid,Ag-Bi-N,Ag-Bi-N,1.0,3,3,3,1.94
16545,random_iid,Ga-Ge-N-O,Ga-Ge-N-O,1.0,4,4,4,0.7
16559,random_iid,Ir-Mo-O,Ir-Mo-O,1.0,3,3,3,1.4
16566,random_iid,N-Rb-Ru,N-Rb-Ru,1.0,3,3,3,1.94
16573,random_iid,Bi-F-O-Te,Bi-F-O-Te,1.0,4,4,4,0.98
16574,random_iid,Cs-F-O-Rb,Cs-F-O-Rb,1.0,4,4,4,1.48
16581,random_iid,Co-N-O-Te,Co-N-O-Te,1.0,4,4,4,1.6
16584,random_iid,Cd-F-O-Zn,Cd-F-O-Zn,1.0,4,4,4,0.72
16588,random_iid,Ca-Cr-N-O,Ca-Cr-N-O,1.0,4,4,4,0.8
16591,random_iid,Na-O-S-Sc,Na-O-S-Sc,1.0,4,4,4,1.38
16598,random_iid,F-Li-N-Ni-O,F-Li-Ni-O,0.8,4,5,4,2.18
16605,random_iid,Al-N-Ti,Al-N-Ti,1.0,3,3,3,1.22
16611,random_iid,Mg-N-Rb,Mg-N-Rb,1.0,3,3,3,4.2
16614,random_iid,O-Rh-S-W,O-Rh-S-W,1.0,4,4,4,1.62
16628,random_iid,F-Mg-O-Rh,F-Mg-O-Rh,1.0,4,4,4,1.34
16637,random_iid,Ga-N-Sn,Ga-N-Sn,1.0,3,3,3,1.48
16638,random_iid,La-N-O-Rh,La-N-O-Rh,1.0,4,4,4,0.82
16640,random_iid,Ge-K-N,Ge-K-N,1.0,3,3,3,3.98
16641,random_iid,N-Sr-Zn,N-Sr-Zn,1.0,3,3,3,2.14
16643,random_iid,Cs-Ga-N-O,Cs-Ga-N-O,1.0,4,4,4,1.14
16656,random_iid,Cr-N-O-Ru,Cr-N-O-Ru,1.0,4,4,4,1.18
16660,random_iid,Li-O-Pb-S,Li-O-Pb-S,1.0,4,4,4,1.74
16668,random_iid,N-O-Ta-Te,N-O-Ta-Te,1.0,4,4,4,0.8
16671,random_iid,O-Rb-S,Ag-O-Rb-S,0.75,3,3,4,2.68
16679,random_iid,Cd-F-N-O-Si,Cd-F-N-O-Si,1.0,5,5,5,0.82
16680,random_iid,Hf-La-N,Hf-La-N,1.0,3,3,3,2.36
16684,random_iid,Ag-O-Y,Ag-O-Y,1.0,3,3,3,1.32
16727,random_iid,Cr-F-Ge-O,Cr-F-Ge-O,1.0,4,4,4,0.68
16733,random_iid,K-Li-O,K-Li-O,1.0,3,3,3,1.78
16738,random_iid,Ge-O-Ru,Ge-O-Ru,1.0,3,3,3,0.92
16742,random_iid,N-Pt-Y,N-Pt-Y,1.0,3,3,3,2.62
16743,random_iid,Cd-Ga-O-S,Cd-Ga-O-S,1.0,4,4,4,0.84
16746,random_iid,As-Hg-N-O,As-Hg-N-O,1.0,4,4,4,2.02
16758,random_iid,N-V-Zn,N-V-Zn,1.0,3,3,3,1.34
16761,random_iid,N-O-Te-Y,N-O-Te-Y,1.0,4,4,4,2.02
16785,random_iid,N-O-Si-Sn,N-O-Si-Sn,1.0,4,4,4,0.82
16792,random_iid,Ca-F-O-Sb,Ca-F-N-O-Sb,0.8,4,4,5,1.18
16796,random_iid,N-O-Os-Tl,N-O-Os-Tl,1.0,4,4,4,2.04
16799,random_iid,F-Ga-O-Sb,F-Ga-N-O-Sb,0.8,4,4,5,0.6
16808,random_iid,Ag-N-Ti,Ag-N-Ti,1.0,3,3,3,1.58
16816,random_iid,Cu-Hf-N-O,Cu-Hf-N-O,1.0,4,4,4,1.4
16820,random_iid,Li-O-S-Ta,Li-O-S,0.75,3,4,3,0.4
16823,random_iid,Ag-Cr-F-N-O,Ag-Cr-F-N-O,1.0,5,5,5,1.94
16854,random_iid,Cs-F-N-O-V,Cs-F-N-O,0.8,4,5,4,3.6
16861,random_iid,N-Te-W,N-Te-W,1.0,3,3,3,2.18
16869,random_iid,F-O-Sn-Te,F-O-Sn-Te,1.0,4,4,4,0.84
16870,random_iid,Mg-N-O-Pd,Mg-N-O-Pd,1.0,4,4,4,2.44
16883,random_iid,F-O-Os-Sr,F-N-O-Os-Sr,0.8,4,4,5,1.0
16916,random_iid,Mn-Ni-O-S,Mn-Ni-O,0.75,3,4,3,0.92
16919,random_iid,Cd-N-O-Te,Cd-N-O-Te,1.0,4,4,4,1.0
16927,random_iid,Cr-N-O-Sb,Cr-N-O-Sb,1.0,4,4,4,0.7
16929,random_iid,Li-N-O-Zr,Li-N-O-Zr,1.0,4,4,4,1.3
16949,random_iid,F-Mg-N-O-Rh,F-Mg-N-O-Rh,1.0,5,5,5,1.58
16968,random_iid,Be-O-Re-S,Be-O-Re-S,1.0,4,4,4,1.24
16970,random_iid,F-Li-N-Nb-O,F-Li-N-Nb-O,1.0,5,5,5,1.56
16971,random_iid,K-N-O-W,K-N-O-W,1.0,4,4,4,1.66
16972,random_iid,N-O-V-W,N-O-V-W,1.0,4,4,4,1.36
16989,random_iid,F-Fe-O-Rb,F-Fe-O-Rb,1.0,4,4,4,3.24
17011,random_iid,Cu-N-V,Cu-N-V,1.0,3,3,3,2.0
17028,random_iid,N-Ti-W,N-Ti-W,1.0,3,3,3,1.0
17034,random_iid,Cs-O-S-V,Cs-O-S-V,1.0,4,4,4,0.86
17042,random_iid,Cs-F-Hf-N-O,Cs-F-Hf-O,0.8,4,5,4,2.54
17060,random_iid,As-O-Ru,As-O-Ru,1.0,3,3,3,1.52
17062,random_iid,Be-In-N,Be-In-N,1.0,3,3,3,1.88
17104,random_iid,Hg-N-Os,Hg-N-Os,1.0,3,3,3,1.46
17113,random_iid,Cd-N-Na-O,Cd-N-Na-O,1.0,4,4,4,2.3
17121,random_iid,Al-F-O-Zr,Al-F-O-Zr,1.0,4,4,4,0.78
17122,random_iid,Bi-N-Pb,Bi-N-O-Pb,0.75,3,3,4,1.74
17132,random_iid,Cd-O-Ta,Cd-O-Ta,1.0,3,3,3,-0.04
17149,random_iid,B-F-Ga-N-O,B-F-Ga-O,0.8,4,5,4,2.28
17165,random_iid,Ca-Ge-O-S,Ca-Ge-O-S,1.0,4,4,4,1.8
17169,random_iid,Be-O-W,Be-O-W,1.0,3,3,3,1.2
17170,random_iid,In-O-Rb-S,In-O-Rb,0.75,3,4,3,1.38
17171,random_iid,Cs-O-S-Sr,Cs-O-S,0.75,3,4,3,1.9
17186,random_iid,Mn-N-Tl,Mn-N-Tl,1.0,3,3,3,2.74
17191,random_iid,Be-O-V,Be-F-O-V,0.75,3,3,4,0.92
17194,random_iid,Be-N-Nb,Be-N-Nb,1.0,3,3,3,1.22
17195,random_iid,B-N-Na-O,B-N-Na-O,1.0,4,4,4,2.9
17201,random_iid,N-Pb-W,N-Pb-W,1.0,3,3,3,1.82
17210,random_iid,N-Na-O-Zn,N-Na-O-Zn,1.0,4,4,4,2.22
17219,random_iid,Al-Ba-O,Al-Ba-O,1.0,3,3,3,0.26
17244,random_iid,Au-Cu-F-O,Au-Cu-F-O,1.0,4,4,4,1.4
17268,random_iid,F-N-O-Re-W,F-N-O-Re-W,1.0,5,5,5,1.16
17292,random_iid,Cr-F-N-O-Rb,Cr-F-N-O-Rb,1.0,5,5,5,1.0
17344,random_iid,O-Rh-S-Sr,O-Rh-S-Sr,1.0,4,4,4,0.96
17349,random_iid,Mo-N-Te,Mo-N-Te,1.0,3,3,3,1.28
17362,random_iid,N-O-Pd-W,N-O-Pd-W,1.0,4,4,4,0.6
17363,random_iid,O-Os-Rh-S,O-Os-Rh-S,1.0,4,4,4,1.74
17379,random_iid,N-Re-Si,N-Re-Si,1.0,3,3,3,1.42
17380,random_iid,Cd-N-Pt,Cd-N-Pt,1.0,3,3,3,1.78
17385,random_iid,N-O-Pb-Pt,N-O-Pb-Pt,1.0,4,4,4,1.48
17390,random_iid,F-Li-N-O-Ta,F-Li-N-O-Ta,1.0,5,5,5,0.52
17414,random_iid,F-N-O-Pb-Zn,F-N-O-Pb-Zn,1.0,5,5,5,1.04
17419,random_iid,Al-N-O-Re,Al-N-O-Re,1.0,4,4,4,1.8
17431,random_iid,Bi-O-Pd,Bi-O-Pd,1.0,3,3,3,1.02
17451,random_iid,Bi-F-N-O-Pt,Bi-F-N-O-Pt,1.0,5,5,5,1.44
17452,random_iid,N-Na-O-Sb,N-Na-O-Sb,1.0,4,4,4,0.68
17457,random_iid,F-Hg-O-Ta,F-Hg-O-Ta,1.0,4,4,4,2.08
17463,random_iid,Bi-Cu-N,Bi-Cu-N,1.0,3,3,3,1.74
17467,random_iid,Hg-O-S-Si,Hg-O-S-Si,1.0,4,4,4,1.06
17481,random_iid,In-O-Ru-S,In-O-Ru-S,1.0,4,4,4,0.96
17484,random_iid,Bi-N-O-Rh,Bi-N-O-Rh,1.0,4,4,4,1.04
17488,random_iid,Au-Cu-F-N-O,Au-Cu-F-N-O,1.0,5,5,5,1.6
17490,random_iid,Mg-O-Pb,Mg-O-Pb,1.0,3,3,3,1.2
17493,random_iid,Co-F-O-Rh,Co-F-N-O-Rh,0.8,4,4,5,1.46
17497,random_iid,N-Tl-Zr,N-Tl-Zr,1.0,3,3,3,2.46
17511,random_iid,La-N-O-Sc,La-N-O-Sc,1.0,4,4,4,1.2
17535,random_iid,Bi-N-Ni,Bi-N-Ni,1.0,3,3,3,1.98
17536,random_iid,Be-Ir-N-O,Be-Ir-N-O,1.0,4,4,4,1.6
17542,random_iid,In-Mg-N-O,In-Mg-N-O,1.0,4,4,4,2.02
17544,random_iid,O-S-Sn-Sr,O-S-Sn,0.75,3,4,3,1.08
17554,random_iid,Mg-N-Sb,Mg-N-O-Sb,0.75,3,3,4,1.8
17560,random_iid,Be-Cu-F-N-O,Be-Cu-F-N-O,1.0,5,5,5,2.34
17592,random_iid,N-O-Pd-Sn,N-O-Pd-Sn,1.0,4,4,4,1.44
17596,random_iid,Mg-N-O,Mg-N-O,1.0,3,3,3,1.48
17597,random_iid,As-F-Ge-O,As-F-Ge-O,1.0,4,4,4,1.0
17598,random_iid,Co-F-N-O-Os,Co-F-N-O-Os,1.0,5,5,5,1.24
17603,random_iid,Cs-F-N-O-V,Cs-F-N-O,0.8,4,5,4,0.94
17608,random_iid,N-Sc-Ti,N-O-Sc-Ti,0.75,3,3,4,1.34
17619,random_iid,Ag-F-O-Te,Ag-F-O-Te,1.0,4,4,4,1.62
17621,random_iid,Ga-O-S-Sb,Ga-O-S,0.75,3,4,3,0.88
17623,random_iid,F-O-Pd-Ru,F-N-O-Pd-Ru,0.8,4,4,5,1.08
17628,random_iid,Ca-N-O-Ti,Ca-N-O-Ti,1.0,4,4,4,0.36
17637,random_iid,In-N-Sn,In-N-O-Sn,0.75,3,3,4,1.74
17642,random_iid,N-O-Si-Ti,N-O-Si-Ti,1.0,4,4,4,0.98
17647,random_iid,F-Li-O-Ta,F-Li-O-Ta,1.0,4,4,4,0.18
17658,random_iid,F-O-Sr-Zn,F-O-Sr-Zn,1.0,4,4,4,0.5
17678,random_iid,Al-F-O,Ag-Al-F-O,0.75,3,3,4,0.8
17703,random_iid,Au-N-Ta,Au-N-Ta,1.0,3,3,3,1.96
17707,random_iid,O-Os-S-Sr,O-Os-S,0.75,3,4,3,0.88
17729,random_iid,Bi-F-O-Pt,Bi-F-O-Pt,1.0,4,4,4,1.5
17731,random_iid,F-N-Nb-O-Pt,F-N-Nb-O-Pt,1.0,5,5,5,0.7
17738,random_iid,Bi-O-Ru-S,Bi-O-Ru,0.75,3,4,3,1.22
17761,random_iid,Hf-N-Sb,Hf-N-Sb,1.0,3,3,3,1.3
17788,random_iid,Ca-N-O-V,Ca-N-O-V,1.0,4,4,4,2.54
17789,random_iid,F-Ge-O-Pb,F-Ge-O-Pb,1.0,4,4,4,1.12
17825,random_iid,B-N-O-W,B-N-O-W,1.0,4,4,4,1.32
17827,random_iid,N-Ni-O-Pb,N-Ni-O-Pb,1.0,4,4,4,1.44
17847,random_iid,Bi-F-Mn-N-O,Bi-F-Mn-N-O,1.0,5,5,5,0.68
17851,random_iid,La-O-Rh-S,La-O-Rh,0.75,3,4,3,0.98
17864,random_iid,F-In-O-Si,F-In-O-Si,1.0,4,4,4,0.84
17871,random_iid,Be-Cd-F-N-O,Be-Cd-F-N-O,1.0,5,5,5,1.3
17885,random_iid,La-N-O-Si,La-N-O-Si,1.0,4,4,4,0.44
17892,random_iid,Be-F-O-W,Be-F-N-O-W,0.8,4,4,5,1.36
17898,random_iid,N-Re-Te,N-Re-Te,1.0,3,3,3,1.18
17925,random_iid,As-Be-F-N-O,As-Be-F-O,0.8,4,5,4,2.02
17926,random_iid,N-O-Re-Te,N-O-Re-Te,1.0,4,4,4,2.16
17927,random_iid,F-Hg-N-O-Ru,F-Hg-N-O,0.8,4,5,4,1.02
17932,random_iid,Be-F-Ni-O,Be-F-N-Ni-O,0.8,4,4,5,1.32
17939,random_iid,F-O-Sc-Te,F-O-Sc-Te,1.0,4,4,4,1.8
17950,random_iid,As-N-O-Rb,As-N-O-Rb,1.0,4,4,4,3.92
17970,random_iid,Au-N-Sn,Au-N-Sn,1.0,3,3,3,1.66
17974,random_iid,F-N-O-Pd-Tl,F-N-O-Pd,0.8,4,5,4,1.18
17989,random_iid,F-N-O-Sn-Tl,F-N-O-Sn-Tl,1.0,5,5,5,1.32
18004,random_iid,Ir-O-S-Tl,Ir-O-S-Tl,1.0,4,4,4,1.1
18022,random_iid,Ba-N-O,Ba-N-O,1.0,3,3,3,1.36
18024,random_iid,Al-B-N-O,Al-B-N-O,1.0,4,4,4,2.88
18043,random_iid,F-Fe-Ir-O,F-Fe-Ir-O,1.0,4,4,4,1.56
18080,random_iid,As-N-O-Ta,As-N-O-Ta,1.0,4,4,4,1.3
18113,random_iid,N-Na-O-Pd,N-Na-O-Pd,1.0,4,4,4,1.58
18114,random_iid,O-Ta-Zr,O-Ta-Zr,1.0,3,3,3,0.58
18123,random_iid,Al-Hg-O,Al-Hg-O,1.0,3,3,3,0.96
18127,random_iid,F-Hf-O-V,F-Hf-O-V,1.0,4,4,4,0.72
18128,random_iid,N-Na-O-Pb,N-Na-O-Pb,1.0,4,4,4,1.48
18130,random_iid,Al-Cu-O-S,Al-Cu-O-S,1.0,4,4,4,1.2
18145,random_iid,As-Ca-F-O,As-Ca-F-O,1.0,4,4,4,1.62
18149,random_iid,Al-Hf-O,Al-F-Hf-O,0.75,3,3,4,0.72
18171,random_iid,Ba-F-N-O-Te,Ba-F-N-O-Te,1.0,5,5,5,2.16
18191,random_iid,Bi-F-Mn-O,Bi-F-Mn-O,1.0,4,4,4,0.76
18208,random_iid,F-Mn-N-O-Pt,F-Mn-N-O-Pt,1.0,5,5,5,1.66
18217,random_iid,Fe-N-O-Tl,Fe-N-O-Tl,1.0,4,4,4,1.4
18226,random_iid,La-Mn-O,La-Mn-O,1.0,3,3,3,0.76
18229,random_iid,F-Mn-O-Zr,F-Mn-O-Zr,1.0,4,4,4,1.1
18230,random_iid,O-S-Ti-Tl,O-S-Ti-Tl,1.0,4,4,4,0.58
18234,random_iid,Ge-O-S-Sb,Ge-O-S,0.75,3,4,3,0.68
18251,random_iid,Hf-O-Zr,Hf-O-Zr,1.0,3,3,3,0.42
18253,random_iid,N-O-Os-Te,N-O-Os-Te,1.0,4,4,4,1.7
18255,random_iid,Hg-O-S-Tl,Hg-O-S-Tl,1.0,4,4,4,1.58
18275,random_iid,Ca-O-Re,Ca-O-Re,1.0,3,3,3,0.32
18280,random_iid,Fe-O-Si,F-Fe-O-Si,0.75,3,3,4,0.68
18282,random_iid,Cr-N-O-Te,Cr-N-O-Te,1.0,4,4,4,0.78
18289,random_iid,La-O-Os,F-La-O-Os,0.75,3,3,4,1.62
18291,random_iid,Mn-O-S-Tl,Mn-O-S-Tl,1.0,4,4,4,1.14
18295,random_iid,Mg-N-Ni-O,Mg-N-Ni-O,1.0,4,4,4,1.64
18328,random_iid,F-K-Na-O,F-K-Na-O,1.0,4,4,4,1.56
18337,random_iid,Ca-Nb-O-S,Ca-Nb-O-S,1.0,4,4,4,0.38
18344,random_iid,Hg-N-Re,Hg-N-Re,1.0,3,3,3,1.04
18345,random_iid,Ni-O-Rb,Ni-O-Rb,1.0,3,3,3,1.16
18350,random_iid,Al-N-Pb,Al-N-Pb,1.0,3,3,3,2.06
18356,random_iid,Be-Bi-F-O,Be-Bi-F-O,1.0,4,4,4,1.92
18362,random_iid,Mo-N-O-W,F-Mo-N-O-W,0.8,4,4,5,0.72
18364,random_iid,K-O-Sr,K-O-Sr,1.0,3,3,3,1.68
18370,random_iid,Ge-N-Sc,Ge-N-Sc,1.0,3,3,3,1.24
18376,random_iid,As-Ba-N-O,As-Ba-N-O,1.0,4,4,4,1.1
18378,random_iid,O-Sr-Zn,O-Sr-Zn,1.0,3,3,3,1.98
18386,random_iid,Ba-In-O,Ba-In-O,1.0,3,3,3,0.28
18397,random_iid,F-O-Rb-Ta,F-O-Rb-Ta,1.0,4,4,4,3.12
18423,random_iid,Ga-La-N-O,Ga-La-N-O,1.0,4,4,4,0.8
18432,random_iid,Al-N-O-W,Al-N-O-W,1.0,4,4,4,0.98
18433,random_iid,F-O-Pb-Sb,F-O-Pb-Sb,1.0,4,4,4,1.22
18437,random_iid,Bi-Mn-O-S,Bi-Mn-O-S,1.0,4,4,4,0.66
18439,random_iid,Ba-Cr-F-O,Ba-Cr-F-N-O,0.8,4,4,5,2.42
18457,random_iid,As-Ba-O-S,As-Ba-O-S,1.0,4,4,4,2.48
18478,random_iid,F-Ga-In-O,F-Ga-In-O,1.0,4,4,4,0.32
18492,random_iid,As-Be-O-S,As-Be-O-S,1.0,4,4,4,1.18
18504,random_iid,F-Fe-O-Pd,F-Fe-O-Pd,1.0,4,4,4,1.52
18513,random_iid,F-Ge-N-O-Y,F-Ge-N-O-Y,1.0,5,5,5,1.04
18518,random_iid,Ba-Hf-O-S,Ba-Hf-O,0.75,3,4,3,0.38
18520,random_iid,Fe-O-S-Ti,Fe-O-S-Ti,1.0,4,4,4,0.66
18523,random_iid,Co-O-S-V,Co-O-S-V,1.0,4,4,4,0.92
18533,random_iid,Au-Cr-N-O,Au-Cr-N-O,1.0,4,4,4,1.12
18546,random_iid,B-K-O-S,B-K-O,0.75,3,4,3,1.7
18554,random_iid,F-La-N-O-W,F-La-N-O-W,1.0,5,5,5,2.28
18566,random_iid,Hg-Mg-N-O,Hg-Mg-N-O,1.0,4,4,4,2.24
18579,random_iid,O-S-Sn-Tl,O-S-Sn-Tl,1.0,4,4,4,1.18
18595,random_iid,Ag-Mo-O-S,Ag-Mo-O-S,1.0,4,4,4,0.64
18596,random_iid,F-In-N-O-Ta,F-In-N-O-Ta,1.0,5,5,5,1.4
18605,random_iid,F-N-O-Pt-Re,F-N-O-Pt-Re,1.0,5,5,5,1.18
18608,random_iid,Ga-K-O,Ga-K-O,1.0,3,3,3,0.66
18610,random_iid,Ir-N-Sc,Ir-N-O-Sc,0.75,3,3,4,1.46
18629,random_iid,O-Pb-Rh,F-O-Pb-Rh,0.75,3,3,4,0.9
18655,random_iid,Ga-K-N-O,Ga-K-N-O,1.0,4,4,4,1.88
18658,random_iid,Au-F-N-O-V,Au-F-N-O-V,1.0,5,5,5,2.08
18665,random_iid,Cr-N-O-Si,Cr-N-O-Si,1.0,4,4,4,1.48
18673,random_iid,Cs-Ge-N-O,Cs-Ge-N-O,1.0,4,4,4,2.62
18676,random_iid,Ge-O-Pb-S,Ge-O-Pb-S,1.0,4,4,4,1.12
18679,random_iid,As-N-Pt,As-N-Pt,1.0,3,3,3,2.14
18680,random_iid,N-Nb-Ni-O,N-Nb-Ni-O,1.0,4,4,4,1.02
18693,random_iid,Ge-N-O-Sc,Ge-N-O-Sc,1.0,4,4,4,1.4
18694,random_iid,Ir-N-Na-O,Ir-N-Na-O,1.0,4,4,4,1.0
18717,random_iid,Hf-O-Rb,Hf-O-Rb,1.0,3,3,3,0.18
18726,random_iid,La-N-O-Sn,La-N-O-Sn,1.0,4,4,4,1.12
18743,random_iid,Ag-Be-O,Ag-Be-O,1.0,3,3,3,2.14
18752,random_iid,Au-F-Nb-O,Au-F-Nb-O,1.0,4,4,4,0.48
18755,random_iid,Bi-N-O-Si,Bi-N-O-Si,1.0,4,4,4,0.98
18758,random_iid,Au-Bi-F-N-O,Au-Bi-F-O,0.8,4,5,4,1.46
18763,random_iid,Cr-F-N-O-Ta,Cr-F-N-O,0.8,4,5,4,1.46
18766,random_iid,N-Na-O-Ta,N-Na-O-Ta,1.0,4,4,4,0.98
18775,random_iid,Co-N-O-Sr,Co-N-O-Sr,1.0,4,4,4,3.36
18776,random_iid,Ag-Be-N-O,Ag-Be-N-O,1.0,4,4,4,2.0
18781,random_iid,B-F-N-O-Ru,B-F-N-O-Ru,1.0,5,5,5,2.4
18786,random_iid,La-Na-O-S,La-Na-O-S,1.0,4,4,4,1.66
18794,random_iid,N-Pd-Sr,N-Pd-Sr,1.0,3,3,3,1.98
18800,random_iid,Ir-Li-N-O,Ir-Li-N-O,1.0,4,4,4,1.94
18810,random_iid,Ba-La-O,Ba-F-La-O,0.75,3,3,4,1.38
18818,random_iid,F-Ge-O-Y,F-Ge-N-O-Y,0.8,4,4,5,1.1
18819,random_iid,F-Hg-N-O-Tl,F-Hg-N-O-Tl,1.0,5,5,5,1.46
18850,random_iid,Au-Co-O,Au-Co-O,1.0,3,3,3,1.84
18858,random_iid,Ge-N-O-Ti,Ge-N-O-Ti,1.0,4,4,4,0.8
18885,random_iid,K-O-S-W,K-O-S-W,1.0,4,4,4,0.7
18902,random_iid,B-Be-F-N-O,B-Be-F-N-O,1.0,5,5,5,2.78
18904,random_iid,Mg-N-Zn,Mg-N-Zn,1.0,3,3,3,2.36
18924,random_iid,Ba-Li-N-O,Ba-Li-N-O,1.0,4,4,4,2.12
18926,random_iid,Ca-N-Tl,Ca-N-Tl,1.0,3,3,3,2.48
5,group_reduced_formula,F-Li-N-O-Y,F-Li-N-O,0.8,4,5,4,1.48
19,group_reduced_formula,F-N-O-Sr-V,F-N-O-Sr,0.8,4,5,4,0.46
48,group_reduced_formula,Cd-Li-N,Cd-Li-N-O,0.75,3,3,4,2.84
